id,value
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Security_professio_86886206,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Services_in_govern_204734863,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'SFA_Digital'_subdo_74811376,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Shared_Services'_s_177822824,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'SMCP_commission'_s_73703046,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_care_inspec_135803027,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_care'_subdo_73703937,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_Mobility_Co_246390470,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_Security_Ad_164898511,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_work_with_a_80990753,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Social_work_with_c_203216542,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Space'_subdomain_92182230,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Strat_Command'_sub_228026425,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Supporting_Familie_157961703,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Systems_thinking'__208214903,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Tax_agents'_subdomain_79131411,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Teaching'_subdomain_85467818,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Technology_in_gove_195389375,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Test_blog'_subdomain_142807666,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'The_Queen's_Awards_73931570,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Trade_Remedies'_su_260878744,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Transforming_toget_118983078,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'UK_Commission_for__96018048,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'UK_Export_Finance'_141571646,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'UK_Health_Security_76431968,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'UK_National_Screen_242749506,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'UKTI'_subdomain_86954299,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'User_research'_sub_87009326,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Valuation_Office_A_170952946,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Veterans_Today'_su_118160259,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Veterinary_Medicin_262193343,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Video_surveillance_116843179,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Viv_Bennett'_subdo_80989065,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'What_works'_subdomain_174413398,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Working_in_the_Pri_165316422,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__‘GFiE’_subdomain_212844607,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__‘UKHO’_subdomain_180015084,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.All_Web_Site_(UNFILTERED)_71798420,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.Benji_-_All_Web_Site_89834801,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.Template_blog_240809240,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.X__All_Web_Site_(Defau_71865943,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.X__All_Web_Site_(no_Ho_71796233,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.X__All_Web_Site_(UNFIL_71777199,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.X__Copy_of_2__'History_74665694,1
GDS_Google_Analytics.www_gov_uk_26179049,
GDS_Google_Analytics.www_gov_uk_26179049.Accounts_UA-26179049-28,
GDS_Google_Analytics.www_gov_uk_26179049.Accounts_UA-26179049-28.All_Web_Site_Data_232024396,1
GDS_Google_Analytics.www_gov_uk_26179049.API_use_(data_sent_via_UA-26179049-14,
GDS_Google_Analytics.www_gov_uk_26179049.API_use_(data_sent_via_UA-26179049-14.1__API_All_web_site_data_159879322,1
GDS_Google_Analytics.www_gov_uk_26179049.API_use_(data_sent_via_UA-26179049-14.Unfiltered_view_DO_NOT_159847846,1
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12,
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12.CPM__All_Web_Site_Data_156086828,1
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12.CPM__Integration_159490697,1
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12.CPM__Production_159505853,1
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12.CPM__Staging_159486809,1
GDS_Google_Analytics.www_gov_uk_26179049.Content_Performance_Ma_UA-26179049-12.Unfiltered_View_DO_NOT_156077959,1
GDS_Google_Analytics.www_gov_uk_26179049.content-api_publishing_UA-26179049-13,
GDS_Google_Analytics.www_gov_uk_26179049.content-api_publishing_UA-26179049-13.1__API_Docs_All_web_si_159862707,1
GDS_Google_Analytics.www_gov_uk_26179049.content-api_publishing_UA-26179049-13.Unfiltered_view_DO_NOT_159880044,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24,
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.GDS_-_All_Dashboards_173465512,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.GOV_UK_Main_Dashboard_173438761,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.GOV_UK_Overview_173669026,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.GOV_UK_Product_Health__173481371,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.GOV_UK_Yes_/_No_Survey_173420339,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_-_Data_Studio_D_UA-26179049-24.iForms_–_Datastudio_173569315,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6,
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.All_apps_(filtered_-_o_110042000,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.All_apps_(unfiltered)_86065982,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Collections_Publisher_110277823,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Contacts_95715727,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Content-performance-ma_140408150,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.GOV_UK_Support_108947850,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Imminence_Publisher_110252395,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Local_links_manager_130286060,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Maslow_86253526,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Panopticon_86255123,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Publisher_86252056,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Release_110260781,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Search_Publisher_110280209,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Signon_86262085,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Specialist_publisher_95705456,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Transition_110264652,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Travel_advice_publisher_86249385,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_apps_UA-26179049-6.Whitehall_Publisher_86186851,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Cookie_banner_test_UA-26179049-29,
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Cookie_banner_test_UA-26179049-29.Cookie_Banner_Test_All_232652219,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Integration_Env_UA-26179049-22,
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Integration_Env_UA-26179049-22.GOV_UK_Integration_-_B_185409407,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Integration_Env_UA-26179049-22.GOV_UK_Integration_-_M_173362183,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Integration_Env_UA-26179049-22.GOV_UK_Integration_-_R_185141187,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Staging_Environ_UA-26179049-20,
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Staging_Environ_UA-26179049-20.GOV_UK_Staging_-_Main__171905337,1
GDS_Google_Analytics.www_gov_uk_26179049.Gov_uk_Staging_Environ_UA-26179049-20.GOV_UK_Staging_-_Raw_Data_185119515,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Status_Page_UA-26179049-25,
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Status_Page_UA-26179049-25.All_Web_Site_Data_176289011,1
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Test_property_f_UA-26179049-31,
GDS_Google_Analytics.www_gov_uk_26179049.GOV_UK_Test_property_f_UA-26179049-31.Raw_data_do_NOT_filter_258652685,1
GDS_Google_Analytics.www_gov_uk_26179049.Government_Frontend_Co_UA-26179049-15,
GDS_Google_Analytics.www_gov_uk_26179049.Government_Frontend_Co_UA-26179049-15.Main_view_160335849,1
GDS_Google_Analytics.www_gov_uk_26179049.Government_Frontend_Co_UA-26179049-15.Unfiltered_view_160310444,1
GDS_Google_Analytics.www_gov_uk_26179049.Performance_service_go_UA-26179049-9,
GDS_Google_Analytics.www_gov_uk_26179049.Performance_service_go_UA-26179049-9.All_Web_Site_Data_(Unf_94199166,1
GDS_Google_Analytics.www_gov_uk_26179049.Performance_service_go_UA-26179049-9.Reporting_View_(Filtered)_94339975,1
GDS_Google_Analytics.www_gov_uk_26179049.TEMP_>>_DI_Digital_Ide_UA-26179049-30,
GDS_Google_Analytics.www_gov_uk_26179049.TEMP_>>_DI_Digital_Ide_UA-26179049-30.All_Web_Site_Data_253719054,1
GDS_Google_Analytics.www_gov_uk_26179049.Transition_Domains_UA-26179049-8,
GDS_Google_Analytics.www_gov_uk_26179049.Transition_Domains_UA-26179049-8.All_Web_Site_Data_93717734,1
GDS_Google_Analytics.www_gov_uk_26179049.Transition_Domains_UA-26179049-8.Ash_test_View_1_94146379,1
GDS_Google_Analytics.www_gov_uk_26179049.Transition_Domains_UA-26179049-8.Ash_test_View_2_94149440,1
GDS_Google_Analytics.www_gov_uk_26179049.Transition_Domains_UA-26179049-8.Reporting_(by_Hostname)_93718631,1
GDS_Google_Analytics.www_gov_uk_26179049.Whitehall_Admin_(GA)_UA-26179049-5,
GDS_Google_Analytics.www_gov_uk_26179049.Whitehall_Admin_(GA)_UA-26179049-5.All_Web_Site_Data_72476558,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1,
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.1a__GOV_UK_-_Main_Profile_53872948,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.1b__GOV_UK_-_Back_Up_98416905,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.1d__GOV_UK_-_Big_Query_87773428,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.1d__GOV_UK_-_Raw_Data_53455869,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.1e__GOV_UK_-_Test_Profile_171902296,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.2__Depts_and_policy_-_ALL_53699180,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.2__Depts_and_policy_-__103260216,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.2__Depts_and_policy_-__53913236,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__GOV_UK_-_'Browse'__64754111,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__GOV_UK_-_'Taxon'_na_142270502,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__GOV_UK_-_'Topic'_na_104815975,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__GOV_UK_homepage_only_54917185,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__Site_search_pages_o_54919206,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.3__Tour_page_64321690,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Guidance_section_92127738,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Licence_finder_64147777,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Performance_Platfor_62933120,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Performance_Platfor_86470160,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Performance_Platfor_71349169,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Performance_Platfor_76436954,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Service_Manual_70133363,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Service_Manual_(Tes_163411568,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.4__Trade_Tariff_62865361,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.6__Single_Domain_(Enti_51337955,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.6a__Classic_-_[for_who_97157559,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.7__Content_Team_A/B_Te_125636556,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.7__Content_Team_Report_125660781,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.8__Service_Standard_Re_172905803,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(Defra)_-__103259051,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(DWP)_-_Pe_76210755,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(DWP)_-_Un_102352007,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(EA)_-_Fis_68077470,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(EA)_-_Flo_68117780,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HMRC)_-__93238552,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HMRC)_-__73657802,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HMRC)_-__79933336,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HMRC)_-__110111818,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HMT/HMRC)_82050233,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HO)_-_Mar_80382234,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(HO)_-_Pas_73096163,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_(Ofqual)_-_86364256,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_-_Brexit_(_187277039,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_-_Brexit_(_185456480,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaign_-_Brexit-t_185461735,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Campaigns_(SLC)_-_S_79569800,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__CMA_cases_(finder)_91907880,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Drive_to_learn_step_91107150,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.C__Email_funnels_(>9-2_68291602,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.D__Digital_Identity_an_253720352,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.D__Digital_Identity_an_253713790,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.GDS_internal_wiki_90372008,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Highway_Code_Manual_(1_150620359,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Immigration_Rules_Manu_143297632,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.P__GOV_UK_Performance__56580952,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Q__Entire_site_-_A/B_t_85416860,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Q__GOV_UK_(DaP_Unsampl_74473500,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Q__Site_search_(entire_56562468,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.Q__Site_search_terms_a_80213183,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Detailed_guidance_(_62888377,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__GOV_UK_404_pages_81430269,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Inside_Government_-_79563920,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Inside_Government_-_56583528,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Licence_finder_(bac_64388093,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Service_Manual_TEM_141594765,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Service_Manual_(sea_72483429,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.V__Trade_Tariff_(back-_62884683,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Accounts_Digital_Id_257966837,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Brexit_Checker_&_GO_201691037,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Brexit_Checker_only_201560828,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Brexit_LP_and_Child_90236435,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Brexit_LP,_Child_pa_201118402,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__Brexit_pages_234976735,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__CR_Content_102637111,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__CS__Green_team_210660125,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB_Finders_no_searc_94977003,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB_Finders_queries__94912813,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB_Single_Domain_SA_70485264,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB_Smart_Answer_Hig_69273150,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB_SPL_Cont__70491178,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB__Apply_State_Pen_70876819,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB__Energy_grants_c_70874529,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB__Inside_Governme_71166680,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB__SPL_-_Journeys__70569796,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__JB__SPL_Birth_82615864,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_GOV_UK_SSRO_IP__104246648,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_GOV_UK_DWP_IP_ad_89651164,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_GOV_UK_LandReg_I_129173321,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_GOV_UK_MoJ_IP_ad_103263678,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_Heroku_apps_160415037,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X__PC_URL_email_addres_89225597,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh_DM_content_on_GO_151416678,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Business_corona_234757122,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Coronavirus_-_A_234943007,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Coronavirus_-_F_236615482,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Coronavirus_Lan_201240594,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__DaP_Grouping_(D_90485460,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__DaP_Grouping_(D_79133510,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Find_Coronaviru_234161799,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GDS_usage_93442810,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__Get_coronavirus_234868770,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(/overvi_63466418,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(1)_[Ref_67465768,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(2)_[Tit_67532036,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(3)_[Ful_70566053,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(4)_[Int_72575026,1
GDS_Google_Analytics.www_gov_uk_26179049.www_gov_uk_UA-26179049-1.X_ACh__GOV_UK_(5)_[Dat_93503544,1
